Temperature,Salinity,DO%,PH,Turbidity
24.38,20.54,94.9,7.87,2.55
24.78,20.55,96.6,7.88,2.28
24.45,20.59,93.1,7.85,2.32
23.85,20.76,68.14,7.69,2.35
23.79,20.81,64.46,7.66,2.31
23.83,20.71,70.61,7.7,2.41
23.84,20.65,74.53,7.73,2.37
23.89,20.61,78,7.75,2.4
23.85,20.61,76.49,7.74,2.44
23.83,20.61,73.71,7.72,2.35
23.78,20.59,74.4,7.72,2.45
23.63,20.62,65.43,7.66,2.5
23.65,20.59,70.83,7.69,2.55
23.62,20.54,74.43,7.73,2.54
23.53,20.62,63.71,7.65,2.39
23.52,20.54,63.05,7.63,2.43
23.51,20.54,62.54,7.63,2.47
23.59,20.55,60.59,7.63,2.4
23.58,20.6,57.64,7.6,2.45
23.55,20.53,59.07,7.6,2.56
23.47,20.37,61.56,7.6,2.55
23.43,20.41,60.93,7.6,2.41
23.55,20.24,70.48,7.64,2.62
23.7,20.2,78.01,7.71,2.85
23.77,20.17,84.8,7.77,2.93
23.82,20.17,85.8,7.77,3.02
23.85,20.16,86.7,7.78,3.13
23.9,20.17,83.3,7.74,3.07
23.92,20.18,81.8,7.73,3.18
23.94,20.17,78.3,7.7,3.23
23.94,20.16,77.56,7.69,3.17
23.94,20.15,77.74,7.69,3.25
23.95,20.15,77.24,7.69,3.16
23.95,20.16,77.26,7.69,3.13
23.95,20.16,76.23,7.68,3.04
23.9,20.15,74.85,7.67,2.99
23.89,20.16,74.26,7.67,3.05
23.89,20.17,73.05,7.66,2.95
23.9,20.18,72.82,7.66,2.95
23.91,20.2,72.8,7.66,2.9
23.94,20.22,72.78,7.66,2.96
23.94,20.21,74.47,7.68,2.92
23.95,20.18,80.6,7.73,2.78
23.97,20.15,86.6,7.79,2.66
24.02,20.09,97.1,7.88,2.76
24.1,20.06,105.3,7.95,2.81
24.21,20.03,110.9,8,2.9
24.36,20.06,117.5,8.06,2.94
24.45,19.96,148.8,8.26,3.09
24.54,19.92,157.6,8.31,3.23
24.64,19.97,153.3,8.28,3.28
24.7,19.96,143.7,8.23,2.97
24.78,19.95,117.2,8.04,2.69
24.83,19.91,111.7,8,2.72
24.94,19.9,105.4,7.94,2.65
25.04,19.86,106.4,7.94,2.59
25.14,19.86,109.4,7.96,2.69
25.22,19.91,112.1,7.98,2.61
25.24,20.01,114.4,8.01,2.65
25.15,20.09,115.6,8.02,2.62
24.98,20.14,112.9,8,2.64
24.82,20.19,109.2,7.97,2.67
24.88,20.14,112.6,8,2.74
24.72,20.2,109,7.97,2.66
24.45,20.28,94.1,7.84,2.68
24.69,20.22,107.3,7.94,2.82
24.84,20.16,112.6,7.98,2.87
25.69,20.05,145.8,8.18,3.27
26.48,19.95,178,8.32,3.65
26.33,19.72,121.5,8,2.78
26.65,19.67,132.7,8.06,2.9
26.43,19.59,136,8.09,2.94
26.45,19.33,145.5,8.14,3.22
26.52,19.48,146,8.11,3.12
26.68,19.43,155.8,8.19,3.18
26.05,19.51,151.9,8.18,3.24
25.57,19.6,144.8,8.14,3.43
26.19,19.65,186.4,8.38,3.29
24.8,19.92,136.5,8.11,3.24
25.16,19.79,142.7,8.13,3.2
24.4,19.97,141.2,8.13,3.17
24.51,19.9,141.6,8.14,3.2
24.53,19.89,146,8.16,3.26
24.95,19.84,137,8.1,2.99
25.28,19.68,141.2,8.11,2.86
24.66,19.87,134.6,8.08,2.96
24.88,19.9,120.6,7.96,2.88
24.71,20.1,85.9,7.72,2.57
24.96,19.99,80.7,7.69,2.57
24.52,20.09,65.83,7.58,2.48
25.03,19.97,67.6,7.58,2.45
24.67,19.99,67.61,7.59,2.54
24.67,19.9,77.71,7.67,2.65
24.59,19.84,87.5,7.72,2.68
24.44,19.91,87.2,7.74,2.71
24.33,19.96,84.6,7.72,2.71
24.24,19.97,86.5,7.73,2.91
24.56,19.93,82,7.69,2.67
24.57,20.12,91.8,7.79,2.49
24.18,20.14,98.8,7.85,2.57
24.4,20.1,93.1,7.8,2.37
23.87,20.12,86.8,7.77,2.49
23.87,20.12,84.5,7.75,2.48
23.87,20.13,81.9,7.73,2.45
23.87,20.12,81.3,7.72,2.46
23.8,20.13,78.13,7.69,2.49
23.72,20.13,78.37,7.7,2.48
23.71,20.13,74.9,7.67,2.47
23.69,20.11,75.06,7.67,2.49
23.69,20.1,76.44,7.69,2.5
23.68,20.1,75.46,7.68,2.49
23.67,20.1,75.09,7.67,2.47
23.67,20.11,74.27,7.67,2.49
23.67,20.12,73.03,7.66,2.46
23.67,20.12,72.5,7.65,2.45
23.66,20.1,72.83,7.65,2.52
23.44,19.96,70.77,7.63,2.64
23.5,20,67.41,7.61,2.66
23.53,20.02,63.87,7.57,2.71
23.53,19.99,62.77,7.56,2.73
23.53,19.93,62.03,7.55,2.7
23.52,19.84,61.77,7.55,2.74
23.52,19.77,62.04,7.55,2.77
23.49,19.73,63.27,7.56,2.79
23.43,19.68,63.98,7.56,2.75
23.8,20.07,75.65,7.67,2.92
23.78,20.01,76.92,7.67,2.83
23.73,19.94,77.09,7.67,2.84
23.71,19.91,79.05,7.68,2.89
23.79,19.91,82.2,7.71,2.9
23.83,19.87,83.7,7.72,2.92
23.81,19.8,84.9,7.73,2.85
23.8,19.71,86,7.74,2.83
23.77,19.67,86.7,7.74,2.75
23.94,19.89,88.5,7.77,2.85
23.97,19.86,90.5,7.79,2.78
23.97,19.86,92.6,7.81,2.81
24,19.83,95.6,7.83,2.85
23.98,19.68,98.6,7.85,2.85
23.88,19.6,99.9,7.87,2.9
23.93,20.07,91,7.81,2.81
24,20.14,90.9,7.81,2.73
24.05,20.14,93,7.83,2.73
24.08,20.2,92.5,7.83,2.74
24.15,20.35,94.3,7.84,2.71
24.18,20.46,90.9,7.82,2.69
24.18,20.47,90,7.82,2.67
24.13,20.56,87.8,7.8,2.62
24.1,20.45,88.3,7.8,2.64
24.08,20.46,89.2,7.81,2.61
23.96,20.62,88.1,7.82,2.52
24.06,21.01,73.09,7.72,2.47
24.1,21.02,77.44,7.76,2.27
24.05,20.98,71.31,7.7,2.27
24.04,20.97,71.31,7.7,2.33
24.01,20.95,73.43,7.71,2.36
24.26,20.99,85,7.82,2.32
24.32,20.96,80.1,7.78,2.35
24.35,20.93,80.7,7.79,2.45
24.36,20.92,82.1,7.8,2.46
24.4,20.9,86.4,7.83,2.44
24.52,20.95,102.8,7.96,2.53
24.67,20.86,110.5,8.01,2.6
24.8,20.75,120,8.07,2.66
24.82,20.61,125.2,8.1,2.92
24.88,20.55,126.2,8.1,2.87
24.97,20.36,119.5,8.04,3.13
25.03,20.24,116.2,7.99,3.19
25.07,20.24,109.6,7.93,3.1
24.95,20.12,98.8,7.82,3.03
24.95,20.12,95.4,7.79,2.94
24.88,20.05,93.7,7.77,3
24.61,20.07,91.4,7.76,3.04
24.77,20.04,92.6,7.77,2.96
24.77,20.04,93.4,7.77,3.04
24.93,20.11,91.7,7.76,2.89
24.81,20.21,95,7.8,2.86
24.93,20.32,114.7,7.97,2.83
24.31,20.7,104.1,7.92,2.72
24.36,20.75,102,7.91,2.69
24.24,20.77,96.5,7.87,2.68
24.11,20.74,101.3,7.93,2.84
24.11,20.8,95.4,7.89,2.81
23.89,20.86,86.3,7.82,2.92
23.86,20.84,84.8,7.81,2.76
23.59,20.79,80,7.78,3.1
23.75,20.82,80.1,7.78,2.83
23.62,20.79,74.27,7.73,2.76
23.56,20.77,72.8,7.72,2.79
23.64,20.8,73.92,7.73,2.76
23.53,20.77,68.39,7.68,2.92
23.57,20.84,69.87,7.7,2.7
23.53,20.8,65.61,7.66,2.76
23.48,20.84,62.05,7.64,2.68
23.49,20.87,62.67,7.64,2.56
23.48,20.92,62.64,7.65,2.52
23.49,21.1,60.1,7.64,2.41
23.64,21.32,50.62,7.59,2.47
23.67,21.33,47.52,7.57,2.41
23.68,21.33,46.69,7.57,2.42
23.68,21.33,46.86,7.57,2.32
23.66,21.32,48.57,7.58,2.36
23.67,21.3,48.78,7.59,2.29
23.66,21.3,49.52,7.59,2.22
23.65,21.3,49.37,7.59,2.18
23.53,21.17,54.02,7.62,2.34
23.47,21.09,55.23,7.62,2.4
23.44,21.02,56.1,7.62,2.5
23.44,20.99,55.88,7.61,2.34
23.37,20.86,57.71,7.59,2.31
23.38,20.84,55.12,7.59,2.18
23.75,21.19,42.17,7.51,1.92
23.77,21.19,41.88,7.51,1.9
23.77,21.17,41.61,7.5,1.91
23.8,21.15,40.07,7.49,1.93
23.67,20.97,49.87,7.54,2.08
23.54,20.76,58.18,7.59,2.1
23.54,20.7,58.28,7.59,2.11
23.54,20.67,58.28,7.59,2.16
23.51,20.64,61.43,7.61,2.17
23.52,20.61,61.82,7.61,2.24
23.38,20.53,65.38,7.63,2.24
23.31,20.32,67.44,7.65,2.22
23.31,20.28,68.26,7.65,2.22
23.3,20.23,69.56,7.66,2.26
23.3,20.24,70.64,7.67,2.24
23.31,20.28,71.1,7.67,2.28
23.31,20.26,71.71,7.68,2.31
23.34,20.29,71.19,7.68,2.3
23.35,20.31,71.7,7.68,2.33
23.36,20.31,71.79,7.68,2.35
23.37,20.29,72.61,7.69,2.33
23.4,20.27,73.54,7.69,2.3
23.36,20.17,77.23,7.71,2.27
23.36,20.1,79.15,7.72,2.28
23.33,20.03,82.2,7.75,2.31
23.27,19.95,86.4,7.79,2.49
23.26,19.93,88.3,7.82,2.57
23.26,19.93,89.5,7.83,2.53
23.43,20.04,86.6,7.8,2.55
23.42,20.04,87.6,7.81,2.52
23.43,20.03,90.6,7.83,2.65
23.56,20.1,85.2,7.78,2.47
23.65,20.21,78.9,7.72,2.4
23.7,20.43,71.94,7.67,2.28
23.65,20.43,73.02,7.68,2.28
23.6,20.44,74.11,7.7,2.4
23.63,20.58,71.16,7.69,2.42
23.63,20.62,71.89,7.7,2.53
23.59,20.59,74.44,7.72,2.55
23.56,20.55,77.89,7.74,2.67
23.53,20.52,80.4,7.76,2.75
23.49,20.44,84,7.78,3.15
23.51,20.47,83.1,7.78,3.03
23.45,20.37,87.4,7.8,3.09
23.38,20.3,91.9,7.82,3.13
23.38,20.35,91.3,7.82,3.13
23.34,20.31,94.2,7.84,3
23.38,20.3,95,7.85,2.99
23.37,20.29,96.6,7.86,3.03
23.37,20.3,96.3,7.85,3.16
23.4,20.33,95.2,7.84,3.2
23.62,20.36,86.8,7.8,3
23.68,20.2,88.6,7.8,3.13
23.74,20.14,83.5,7.75,2.92
23.76,20.11,85.1,7.76,2.96
23.8,20.09,86.3,7.77,2.62
23.77,20.09,92.6,7.83,2.55
23.67,20,99.7,7.88,2.52
23.64,19.94,101.1,7.89,2.61
23.61,19.94,101.8,7.89,2.65
23.51,19.96,100.9,7.89,2.74
23.47,19.97,101.9,7.91,2.82
23.49,19.99,101.2,7.9,2.82
23.49,19.98,101.4,7.9,2.79
23.58,19.97,100.4,7.88,2.73
23.63,19.96,99.2,7.87,2.76
23.66,19.95,98.2,7.86,2.71
23.68,19.95,97.6,7.85,2.86
23.72,19.96,95.9,7.84,2.79
23.76,19.97,94.4,7.82,2.79
23.78,19.98,93.5,7.81,2.78
23.81,19.99,91.7,7.8,2.77
23.83,19.97,92.1,7.79,2.71
23.87,19.94,92.8,7.79,2.64
23.9,19.96,92,7.78,2.71
23.91,19.96,92.7,7.79,2.63
23.92,19.95,91.1,7.77,2.64
23.93,19.97,87.7,7.75,2.6
23.99,19.97,84.2,7.72,2.62
24.02,19.97,82.1,7.7,2.44
23.97,19.96,84.7,7.72,2.69
23.99,19.93,82.6,7.7,2.6
24.07,19.91,79.68,7.67,2.38
24.07,19.9,78.62,7.66,2.41
24.09,19.91,77.23,7.65,2.38
24.02,19.9,79.07,7.67,2.3
24.01,19.98,78.14,7.67,2.66
23.98,20.01,78.02,7.67,2.84
24.05,20.07,78.04,7.67,2.59
24.05,20.08,77.41,7.68,2.72
24.02,20.09,78.03,7.68,3.14
24.01,20.1,78.56,7.69,4.13
23.98,20.13,78.81,7.7,3.89
24.05,20.18,77.32,7.69,4.21
24.03,20.19,75.95,7.68,5.24
24.04,20.2,76.69,7.69,4.9
24.03,20.16,77.45,7.69,5.04
24.05,20.18,77.86,7.7,5.54
24.08,20.22,80.5,7.72,4.79
24.09,20.24,83.6,7.75,4.59
24.09,20.27,86.2,7.78,3.67
24.04,20.25,88,7.78,3.64
23.95,20.05,85.1,7.73,3.44
23.96,20.03,87.9,7.75,2.36
23.95,20.09,90.8,7.79,2.41
24,20.33,118.1,8.04,2.87
24.01,20.32,116.6,8.03,2.93
24.02,20.3,113.4,8.01,3.13
23.94,20.23,109.5,7.97,2.93
23.95,20.21,108.2,7.95,2.97
23.95,20.16,104.9,7.92,2.83
23.99,20.11,103.1,7.9,2.74
24,20.1,102.5,7.89,2.92
24,20.1,104,7.9,2.85
24.02,20.11,105.1,7.91,2.99
24.02,20.11,105.9,7.92,3
24,20.13,110.5,7.96,2.96
24.12,20.24,118.9,8.03,3.03
24.14,20.23,119.8,8.04,2.92
24.21,20.22,119.4,8.04,3
24.25,20.24,120.2,8.04,3.2
24.19,20.22,121.1,8.04,3.05
24.29,20.25,119.6,8.03,3.01
24.32,20.26,117.8,8.01,3.04
24.35,20.27,119.2,8.02,3.11
24.33,20.25,117.8,8.01,3.02
24.33,20.26,117.4,8,3.09
24.39,20.28,113,7.96,3.09
24.37,20.28,111.9,7.96,3.05
24.33,20.38,109,7.94,2.95
24.38,20.39,102.4,7.88,3.02
24.39,20.42,99.3,7.87,2.94
24.38,20.45,98.6,7.86,3
24.35,20.48,96.6,7.85,2.89
24.44,20.47,89.3,7.78,3.05
24.51,20.46,88.6,7.78,3.31
24.55,20.45,88,7.77,3.96
24.58,20.46,88.1,7.78,4.52
24.58,20.47,89.9,7.79,4.65
24.57,20.49,92.7,7.81,4.12
24.58,20.5,94.9,7.83,3.9
24.57,20.51,96.8,7.84,3.78
24.59,20.54,98.1,7.86,3.99
24.61,20.55,100.2,7.88,4.19
24.61,20.55,101.2,7.88,4.29
24.6,20.56,103.1,7.9,4.22
24.63,20.55,101.2,7.88,4.64
24.63,20.54,102,7.89,4.62
24.64,20.53,100.9,7.88,5.09
24.65,20.53,100.4,7.87,4.82
24.63,20.54,105.1,7.91,4.17
24.63,20.54,110.3,7.95,3.15
24.63,20.53,110.5,7.95,2.83
24.65,20.51,111.6,7.95,2.77
24.71,20.44,115.7,7.98,2.98
24.73,20.44,117.5,7.99,2.92
24.74,20.42,118.5,7.99,2.92
24.77,20.43,118.7,7.99,2.95
24.82,20.4,121.3,8,3.07
24.8,20.43,122.4,8.02,2.96
24.88,20.38,123.8,8.02,3.1
24.89,20.44,127.1,8.05,3.06
24.95,20.43,128.1,8.05,3.08
24.95,20.47,127.2,8.05,3.05
24.71,20.52,122.5,8.04,3.09
24.85,20.5,121.1,8.02,3
24.84,20.5,117.8,8,2.98
24.8,20.51,115.4,7.98,2.89
24.79,20.51,114.1,7.98,2.88
24.66,20.51,114.4,7.99,2.9
24.44,20.47,115.4,8,3.01
24.44,20.48,111.4,7.97,3.06
24.41,20.47,108.9,7.95,3.03
24.35,20.5,104.7,7.92,3.01
24.34,20.5,102.7,7.91,2.91
24.33,20.51,99.8,7.88,2.99
24.29,20.54,96.6,7.85,2.91
24.29,20.57,95.1,7.84,3.09
24.32,20.61,95.2,7.84,3.04
24.36,20.68,91.9,7.81,3.04
24.39,20.72,90.5,7.8,2.98
24.5,20.72,89.2,7.82,2.9
24.56,20.74,85.5,7.81,2.74
24.53,20.76,83.1,7.76,2.74
24.55,20.73,89.9,7.85,2.78
24.58,20.72,91.7,7.88,2.91
24.6,20.71,92.7,7.89,2.89
24.61,20.71,92.9,7.9,2.9
24.6,20.71,94.1,7.91,3.03
24.62,20.7,94,7.91,3.06
24.64,20.7,93.4,7.91,3.04
24.65,20.7,93.6,7.91,3.06
24.66,20.7,94.2,7.91,3.06
24.68,20.7,94.3,7.91,3.13
24.68,20.7,94,7.91,2.93
24.69,20.7,94.1,7.91,3.14
24.71,20.7,94.4,7.91,2.99
24.69,20.7,94.6,7.91,2.93
24.7,20.71,94.8,7.91,3.16
24.72,20.71,96.1,7.92,3.15
24.73,20.71,97.6,7.93,3.09
24.76,20.71,98.5,7.94,3.04
24.77,20.71,99.6,7.95,2.97
24.81,20.71,100.9,7.95,3.03
24.82,20.7,102.4,7.96,3.18
24.83,20.7,103.9,7.97,3.2
24.87,20.69,104.8,7.98,3.25
24.89,20.68,105.8,7.99,3.19
24.9,20.66,106,7.99,3.3
24.92,20.65,107.1,8,3.36
24.93,20.63,107.9,8,3.39
24.94,20.62,109.7,8.02,3.26
24.94,20.63,112.2,8.04,3.39
24.92,20.67,113.2,8.04,3.25
24.88,20.7,113.6,8.04,3.22
24.99,20.81,113.8,8.03,3.5
25.01,20.79,114.7,8.05,3.51
24.99,20.75,111.9,8.02,3.3
25.01,20.75,110.6,8.01,3.33
25.05,20.76,109.4,7.99,3.46
25.1,20.76,106,7.94,3.22
25.11,20.76,105.4,7.93,3.07
25.16,20.78,103.9,7.91,3.15
25.18,20.79,104.5,7.91,3.18
25.22,20.81,104.6,7.92,3.29
25.24,20.82,105.3,7.93,3.3
25.32,20.83,106.3,7.94,3.37
25.35,20.83,108.2,7.96,3.74
25.37,20.9,108.4,7.98,3.7
25.36,20.95,109.3,8,3.67
25.35,21,110.4,8.02,3.42
25.37,21.05,113.7,8.05,3.57
25.36,21.07,115.7,8.06,3.67
25.34,21.09,115.8,8.06,3.57
25.38,21.09,117.3,8.06,3.79
25.35,21.09,117.1,8.05,3.61
25.38,21.09,115.8,8.03,3.51
25.42,21.08,115.8,8.02,3.31
25.43,21.1,114.7,8.01,3.2
25.43,21.11,114.7,8.01,3.16
25.47,21.1,116.1,8.01,3.18
25.49,21.09,117.5,8.02,3.19
25.53,21.09,119.6,8.03,3.23
25.56,21.08,119.9,8.03,3.23
25.57,21.07,120,8.03,3.23
25.57,21.07,118.1,8.01,3.09
25.63,21.04,121.9,8.04,3.26
25.64,21.03,122.9,8.04,3.24
25.66,20.98,128.2,8.08,3.31
25.69,20.98,130.7,8.09,3.26
25.71,20.94,133.1,8.1,3.41
25.72,20.87,136.7,8.11,3.53
25.74,20.86,137.7,8.12,3.7
25.75,20.93,141.3,8.15,3.7
25.64,21.17,125.2,8.05,3.29
25.59,21.21,120,8.02,3.06
25.55,21.22,118.6,8.01,3.13
25.51,21.23,116.3,7.99,3.19
25.46,21.26,108.3,7.93,3.03
25.46,21.25,107.6,7.93,3.04
25.49,21.24,108.8,7.93,3.06
25.51,21.22,111.3,7.95,3.14
25.48,21.23,107.8,7.93,3.14
25.47,21.23,103.7,7.89,3
25.49,21.21,106,7.91,3.06
25.4,21.24,95.8,7.82,2.78
25.41,21.23,95.7,7.82,2.77
25.44,21.22,98.9,7.84,2.66
25.42,21.25,98.7,7.85,2.76
25.39,21.31,95.7,7.86,2.87
25.42,21.25,104.6,7.93,3.02
25.51,21.16,117.8,8.04,3.1
25.53,21.11,123.9,8.1,3.19
25.47,21.09,121.7,8.07,3.34
25.44,21.09,115.6,8.02,3.06
25.45,21.08,118.8,8.06,2.99
25.47,21.02,122.8,8.1,2.91
25.43,21.01,118.8,8.08,2.75
25.39,20.99,112.8,8.03,2.69
25.33,20.99,106.9,7.98,2.61
25.16,20.93,94.6,7.85,2.45
24.94,20.89,73.47,7.63,2.32
24.95,20.94,77.29,7.67,2.27
25.33,21.07,104.9,7.96,2.56
25.33,21.1,106.3,7.98,2.51
25.33,21.11,112.1,8.05,2.48
25.32,21.14,108.9,8.04,2.46
25.32,21.15,106.5,8.02,2.51
25.3,21.2,98.7,7.96,2.5
25.37,21.17,103.8,8,2.49
25.39,21.16,105,8.01,2.6
25.44,21.15,106,8.02,2.52
25.48,21.16,107,8.02,2.54
25.5,21.17,107.8,8.03,2.63
25.54,21.16,110.3,8.04,2.68
25.55,21.15,116.5,8.08,2.64
25.58,21.18,119,8.09,2.61
25.59,21.17,121,8.1,2.64
25.59,21.14,122.2,8.11,2.63
25.62,21.12,125,8.12,2.77
25.59,21.13,126.4,8.12,2.68
25.6,21.14,126.1,8.11,2.69
25.58,21.14,125,8.11,2.63
25.57,21.15,123,8.09,2.69
25.54,21.16,119,8.07,2.66
25.46,21.18,113.3,8.02,2.59
25.36,21.19,108.5,7.97,2.49
25.39,21.17,104.8,7.96,2.57
25.43,21.15,107.3,7.98,2.58
25.47,21.13,109.6,8,2.58
25.52,21.12,113.5,8.03,2.54
25.59,21.11,116.8,8.05,2.52
25.65,21.1,121.3,8.08,2.56
25.75,21.1,127,8.12,2.66
25.83,21.15,129.7,8.16,2.66
25.89,21.12,133.1,8.19,2.74
25.59,21.16,114.4,8.05,2.6
25.12,21.3,74.95,7.66,2.15
25.12,21.44,73.4,7.66,2.18
25.2,21.35,72.81,7.65,2.13
25.29,21.32,76.21,7.68,2.24
25.43,21.28,81.5,7.72,2.31
25.47,21.26,83.8,7.74,2.38
25.55,21.26,89.4,7.8,2.47
25.62,21.25,98.8,7.88,2.37
25.64,21.27,103.6,7.91,2.27
25.64,21.27,110.4,7.97,2.2
25.92,21.18,132.6,8.13,2.29
25.97,21.16,144.5,8.2,2.23
26.19,21.18,164.9,8.32,2.41
26.27,21.18,175.1,8.38,2.49
26.3,21.21,177.4,8.38,2.56
26.37,21.18,184.2,8.41,2.57
26.42,21.18,188.6,8.43,2.62
26.5,21.14,194.9,8.45,2.63
26.6,21.08,203.1,8.48,2.65
26.62,21.09,202.8,8.47,2.67
26.67,21.07,206.9,8.48,2.67
26.7,21.05,208.9,8.49,2.67
26.73,21.05,208.6,8.48,2.83
26.79,21.02,213.4,8.49,2.69
26.86,20.99,217.6,8.5,2.75
26.92,20.96,221.4,8.51,2.74
26.97,20.92,225.5,8.52,2.74
27.01,20.89,227.3,8.52,2.72
26.99,20.88,224.8,8.51,2.73
26.92,20.87,220.3,8.48,2.75
26.86,20.87,214.5,8.45,2.73
26.83,20.84,213.3,8.44,2.77
26.76,20.84,205.5,8.41,2.76
26.72,20.84,198.1,8.38,2.75
26.85,20.73,217.9,8.44,2.85
26.96,20.66,219.5,8.46,3.34
26.81,20.64,206.7,8.4,2.95
26.73,20.63,202.8,8.38,2.95
26.7,20.6,203,8.37,2.94
26.87,20.52,225.7,8.46,3.21
26.93,20.47,230.7,8.48,3.14
26.69,20.51,225.9,8.46,3.18
26.98,20.4,239.3,8.52,3.24
26.37,20.56,199.2,8.35,2.8
26.22,20.59,187.3,8.32,2.74
26.21,20.58,194.1,8.33,3.13
26.32,20.49,210,8.39,3.1
26.07,20.61,184.4,8.29,2.88
25.91,20.63,175.9,8.25,3.04
25.87,20.71,169.8,8.22,2.77
25.81,20.75,160.9,8.2,2.66
25.74,20.78,155.6,8.15,2.63
25.66,20.72,147.6,8.11,2.64
25.61,20.72,144.5,8.1,2.59
25.64,20.84,137.6,8.06,2.52
25.6,20.75,143.2,8.1,2.4
25.63,21.05,126.7,8,2.26
25.58,21.06,125.1,8,2.2
25.55,21.01,134.7,8.06,2.28
25.47,20.72,145.2,8.13,2.19
25.46,20.75,143.8,8.13,2.73
25.48,20.74,147.9,8.15,2.32
25.45,20.75,148.5,8.15,2.22
25.25,20.54,133.7,8.07,2.27
25.52,20.71,154.2,8.19,2.22
25.37,20.49,151.6,8.18,2.28
25.53,20.64,157.7,8.21,2.26
25.56,20.67,155.8,8.2,2.31
25.57,20.63,159.7,8.22,2.21
25.57,20.62,159.4,8.22,2.22
25.5,20.5,159.2,8.22,2.18
25.56,20.56,160.6,8.23,2.2
25.54,20.54,160.5,8.23,2.21
25.57,20.56,161.1,8.23,2.57
25.58,20.53,161.6,8.23,2.24
25.57,20.54,161.4,8.23,2.22
25.54,20.5,161.8,8.23,2.18
25.56,20.54,162.4,8.23,2.17
25.59,20.59,163,8.23,2.15
25.67,20.64,162.5,8.23,2.17
25.68,20.7,158.8,8.21,2.26
25.56,20.69,161.2,8.21,2.05
25.58,20.78,147.6,8.13,2.09
25.61,20.77,138.6,8.06,2.24
25.67,20.7,134.1,8.02,2.33
25.64,20.63,132.1,7.99,2.21
25.7,20.57,132.9,7.99,2.16
25.71,20.49,142.5,8.06,2.18
25.71,20.44,155.5,8.16,2.17
25.84,20.46,158.7,8.18,2.23
25.8,20.37,158.2,8.21,2.41
25.73,20.35,156.3,8.21,2.38
25.79,20.4,158.9,8.2,2.3
25.7,20.36,156.7,8.19,2.29
26.04,20.42,160.7,8.23,2.75
26.02,20.39,169.8,8.27,2.62
26.09,20.4,172.1,8.29,2.78
26.06,20.45,174.2,8.27,2.75
26.15,20.51,184.7,8.33,2.69
26.32,20.59,206,8.46,2.79
26.28,20.57,209.6,8.48,2.77
26.22,20.52,218.7,8.53,2.71
26.15,20.53,201.6,8.47,2.71
26.23,20.49,205.8,8.49,2.83
26.19,20.52,202,8.47,2.83
26.11,20.56,196.9,8.43,2.76
26.12,20.53,199,8.45,2.83
26.18,20.47,208.3,8.5,2.99
26.23,20.44,219.8,8.54,3.05
26.18,20.47,216.8,8.52,3.2
26.17,20.46,217.7,8.52,3.1
26.2,20.46,218.9,8.53,3.22
26.12,20.46,214.2,8.5,3.11
25.94,20.48,204.3,8.43,2.89
25.75,20.56,185,8.32,2.68
25.66,20.61,174.3,8.26,2.57
25.56,20.69,163.2,8.21,2.44
25.56,20.7,165.8,8.22,2.62
25.67,20.67,181.7,8.29,2.65
25.77,20.64,193.8,8.35,2.82
25.81,20.66,195.8,8.36,2.74
25.77,20.68,189.5,8.33,2.94
25.84,20.67,197.4,8.37,2.87
25.91,20.62,204.4,8.4,2.88
25.94,20.63,209.2,8.41,3.01
26.28,20.57,238.7,8.53,3.38
26.37,20.56,248.3,8.56,3.74
26.09,20.57,222.8,8.45,3.23
26.02,20.5,208.1,8.35,2.8
26.23,20.43,223,8.39,3.14
26.12,20.46,219.3,8.39,3
25.97,20.5,221.2,8.42,2.93
26.15,20.49,245,8.51,3.2
26.08,20.49,237.4,8.49,2.98
26.14,20.45,240.3,8.48,3
26.11,20.42,243.1,8.49,3.11
26.13,20.41,250.8,8.52,3.22
25.96,20.43,241.3,8.49,3.34
25.8,20.43,214,8.44,3.18
26.03,20.4,234.6,8.49,3.46
25.49,20.49,197.5,8.38,3.19
25.48,20.51,219.4,8.45,3.44
25.39,20.52,223.1,8.47,3.12
25.57,20.5,232.9,8.5,3.21
25.23,20.55,221.3,8.47,3.27
25.18,20.56,215,8.44,3.21
25.17,20.62,187.7,8.33,3.51
25.13,20.62,184.2,8.3,2.7
25.09,20.64,178.6,8.29,2.8
25.06,20.67,170.2,8.25,3.18
25.01,20.69,156.9,8.18,2.94
24.93,20.68,139.6,8.11,2.86
24.88,20.67,144.1,8.14,3.11
24.92,20.66,147.4,8.17,2.94
24.86,20.66,140.7,8.13,2.93
24.83,20.66,129.4,8.07,2.4
24.82,20.66,137.1,8.12,2.75
24.79,20.66,133.5,8.09,2.61
24.79,20.67,130.6,8.07,2.69
24.79,20.68,126.9,8.04,2.39
24.79,20.7,125.1,8.03,2.38
24.77,20.7,123.7,8.02,2.29
24.77,20.72,119.2,7.99,2.36
24.77,20.73,118.6,7.98,2.31
24.78,20.73,118.3,7.98,2.32
24.79,20.73,119.9,7.99,2.38
24.8,20.69,124.3,8.02,2.3
24.83,20.68,127.2,8.04,2.32
24.86,20.67,129.1,8.05,2.37
24.88,20.66,131.8,8.07,2.35
24.91,20.65,133,8.08,2.43
24.91,20.63,136.6,8.1,2.38
24.93,20.62,139.1,8.12,2.37
24.94,20.61,141.5,8.13,2.4
24.97,20.61,143.3,8.14,2.43
24.96,20.59,146.7,8.17,2.47
25,20.59,148.8,8.18,2.41
25.03,20.58,151.7,8.2,2.47
25.04,20.57,153.1,8.21,2.48
